"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","27","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","35","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","26","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_MASTER_Clock_Glass.MM_MASTER_Clock_Glass","0","0","31","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Emissive.MM_Emissive","0","0","14","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Transparent.MM_Transparent","0","0","27","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Paint.MM_Master_Paint","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","42","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","52","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","637","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Game/Food-BreakfastTime/Materials/M_MasterTransMaterial.M_MasterTransMaterial","0","0","54","2","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Glass.MM_Master_Glass","0","0","35","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Z_02.MM_Z_02","0","0","60","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Assets_Carpet.MM_Master_Assets_Carpet","0","0","67","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Assets_Alpha.MM_Master_Assets_Alpha","0","0","67","1","0.000000","0","0"
"/Game/Mouse/Materials/Mat_Mouse_SkinAll_Eye.Mat_Mouse_SkinAll_Eye","0","0","26","1","0.000000","0","0"
"/Game/Mouse/Materials/Mat_Mouse_Skin3_Body.Mat_Mouse_Skin3_Body","0","0","26","1","0.000000","0","0"
"/Game/Mouse/Materials/Mat_Mouse_Skin4_Body.Mat_Mouse_Skin4_Body","0","0","26","1","0.000000","0","0"
"/Game/Mouse/Materials/Mat_Mouse_Skin2_Body.Mat_Mouse_Skin2_Body","0","0","26","1","0.000000","0","0"
"/Game/Mouse/Materials/Mat_Mouse_Skin1_Body.Mat_Mouse_Skin1_Body","0","0","26","1","0.000000","0","0"
"/Game/Food-BreakfastTime/Materials/M_MasterMaterial.M_MasterMaterial","0","0","23","1","0.000000","0","0"
"/Game/Food-BreakfastTime/Materials/M_MasterGlasMaterial.M_MasterGlasMaterial","0","0","69","2","0.000000","0","27"
"/Game/Countryside_Interior/Materials/MM_Scotch_Glass.MM_Scotch_Glass","0","0","31","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Environment.MM_Master_Environment","0","0","25","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Assets_SS.MM_Master_Assets_SS","0","0","39","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Assets.MM_Master_Assets","0","0","39","1","0.000000","0","39"
"/Game/Countryside_Interior/Materials/MM_Lampe_01.MM_Lampe_01","0","0","23","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Flowers.MM_Master_Flowers","0","0","42","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Assets_Floor.MM_Master_Assets_Floor","0","0","39","1","0.000000","0","0"
"/Game/Countryside_Interior/Materials/MM_Master_Landscape.MM_Master_Landscape","0","0","207","5","0.000000","0","138"
"/Game/Countryside_Interior/Materials/MM_Master_Decals.MM_Master_Decals","0","0","21","1","0.000000","0","0"
"/Game/Collectibles/Cookie/M_Cookies_02.M_Cookies_02","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
